incidentid,race,injury,gender,schoolaffiliation,age
20140814VASAN,Black,Fatal,Male,No Relation,Adolescent
20140814VASAN,Black,Fatal,Male,No Relation,Adolescent
20140814VASAN,Black,Wounded,Male,No Relation,Adolescent
20140909FLSTM,unknown,Wounded,Male,unknown,unknown
20140910FLGRL,Black,None,Male,Student,Adolescent
20140911UTWET,White,None,Female,Teacher,Adult
20140919IANOD,unknown,Wounded,Male,Student,Teen
20140925NHWEM,unknown,None,unknown,unknown,unknown
20140930KYFEL,Black,Wounded,Male,Student,Adolescent
20140930NCALA,Black,Wounded,Male,Student,Teen
20141003GALAF,Black,Fatal,Male,No Relation,Adolescent
20141021TNAMM,unknown,Wounded,Male,Student,Adolescent
20141024GALAA,Black,Wounded,Male,Student,Adolescent
20141024WAMAM,unknown,Fatal,Female,Student,Adolescent
20141024WAMAM,unknown,Fatal,Female,Student,Adolescent
20141024WAMAM,unknown,Fatal,Female,Student,Adolescent
20141024WAMAM,unknown,Fatal,Male,Student,Adolescent
20141024WAMAM,unknown,Wounded,Male,Student,Adolescent
20141024WAMAM,unknown,Wounded,Unknown,Student,Teen
20141024WAMAM,unknown,Wounded,Unknown,Student,Teen
20141120FLMIM,Black,Fatal,Male,No Relation,Adolescent
20141120FLMIM,Black,Wounded,Male,No Relation,Adolescent
20141212ORROP,Black,Wounded,Male,Student,Adolescent
20141212ORROP,Black,Wounded,Female,Student,Adolescent
20141212ORROP,Black,Wounded,Male,Gang Member,Young Adult
20141212ORROP,Black,Wounded,Female,Student,Adolescent
20141216PASUP,Black,Fatal,Male,No Relation,Young Adult
20141217MEBEW,White,None,Male,No Relation,Adult
20141217MIGOW,Black,Wounded,Male,Student,Adolescent
20150115WIWIM,unknown,Wounded,Male,Student,Adolescent
20150115WIWIM,unknown,Wounded,Male,Teacher,Adult
20150115WIWIM,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20150116FLVAO,unknown,Wounded,Female,Student,Adolescent
20150116FLVAO,unknown,Wounded,Female,Student,Young Adult
20150120ALWIM,unknown,Wounded,Male,No Relation,Adult
20150122SCROH,unknown,None,unknown,unknown,unknown
20150126MNHAR,unknown,None,Male,Unknown,Adult
20150204MDFRF,Black,Wounded,Male,Student,Adolescent
20150204MDFRF,Black,Wounded,Male,Student,Adolescent
20150215ARLAL,unknown,Wounded,Male,No Relation,Adult
20150215ARLAL,unknown,Wounded,Male,No Relation,Adolescent
20150215CATEM,Hispanic,Fatal,Male,Student,Adolescent
20150330MOPEU,unknown,Wounded,Male,No Relation,Adult
20150417TXSES,Hispanic,None,Male,Student,Young Adult
20150422NVRUL,unknown,None,unknown,unknown,unknown
20150427WANOL,unknown,None,unknown,unknown,unknown
20150428MDDRW,unknown,Wounded,Male,No Relation,Young Adult
20150504OHWIC,unknown,Fatal,Male,No Relation,Young Adult
20150504OHWIC,unknown,Wounded,Male,No Relation,Adult
20150505GACOC,unknown,None,unknown,unknown,unknown
20150512AZCOT,Black,None,Male,Student,Young Adult
20150512FLUNJ,unknown,Wounded,Female,Student,Adolescent
20150512FLUNJ,unknown,Wounded,Female,Student,Adolescent
20150520TXROR,unknown,None,Male,Student,Young Adult
20150524MISOF,unknown,Wounded,unknown,unknown,unknown
20150524MISOF,unknown,Wounded,unknown,unknown,unknown
20150524MISOF,unknown,Wounded,unknown,unknown,unknown
20150524MISOF,unknown,Wounded,unknown,unknown,unknown
20150524MISOF,unknown,Wounded,unknown,unknown,unknown
20150524MISOF,unknown,Wounded,unknown,unknown,unknown
20150524MISOF,unknown,Wounded,unknown,unknown,unknown
20150527FLEVE,unknown,Wounded,Male,No Relation,Adult
20150604NCSOF,unknown,None,unknown,unknown,unknown
20150623NEFOF,unknown,None,unknown,unknown,unknown
20150627CTSAH,unknown,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen
20150627CTSAH,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen
20150627CTSAH,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen
20150627CTSAH,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Teen
20150629TXJOS,unknown,None,Male,No Relation,Adult
20150705TXCOD,Black,Wounded,Male,Former Student,Young Adult
20150724TXELC,unknown,Fatal,Male,No Relation,Young Adult
20150808TXPAP,unknown,None,unknown,unknown,unknown
20150823TXWIR,unknown,None,unknown,unknown,unknown
20150825GAWSA,unknown,Wounded,Female,Student,Child
20150903ORNEN,unknown,None,unknown,unknown,unknown
20150911LANOL,unknown,Wounded,Female,Unknown,Adolescent
20150922NCCES,White,Wounded,Male,Parent,Adult
20150930SDHAH,White,Wounded,Male,Principal/Vice-Principal,Adult
20151015TXKAS,unknown,None,unknown,unknown,unknown
20151024TXEDS,Hispanic,Fatal,Male,No Relation,Adult
20151105GAVEM,unknown,None,unknown,unknown,unknown
20151111ARSUS,unknown,Wounded,Male,Student,Teen
20151120FLNAM,unknown,None,unknown,unknown,unknown
20151204KSWEW,Black,Wounded,Male,Student,Adolescent
20160112DECED,unknown,None,unknown,unknown,unknown
20160113ARHAB,unknown,Wounded,Male,Student,Young Adult
20160120INNOI,unknown,None,unknown,unknown,unknown
20160122INLAI,unknown,Wounded,Male,Student,Adolescent
20160129PABEP,unknown,None,unknown,unknown,unknown
20160209MIMUM,unknown,Wounded,Male,Student,Teen
20160209MIMUM,unknown,Wounded,Male,Student,Teen
20160209MIMUM,unknown,Wounded,Female,Student,Teen
20160212AZING,Hispanic,Fatal,Female,Student,Adolescent
20160217FLROH,unknown,None,unknown,unknown,unknown
20160217PACHC,unknown,Wounded,Male,Student,Adolescent
20160226TXPAP,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20160226TXPAP,unknown,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,Adult
20160229OHMAM,unknown,Wounded,Female,Student,Adolescent
20160229OHMAM,unknown,Wounded,Male,Student,Adolescent
20160229OHMAM,unknown,Wounded,Male,Student,Adolescent
20160229OHMAM,unknown,Wounded,Male,Student,Adolescent
20160315ALHUB,unknown,Wounded,Male,Student,Teen
20160423WIANA,unknown,Wounded,Male,Student,Teen
20160423WIANA,unknown,Wounded,Female,Student,Teen
20160502TXKID,Black,None,Male,Student,Adolescent
20160504COEAP,unknown,Wounded,Female,Teacher,Adult
20160505MDHIB,White,Fatal,Female,Parent,Adult
20160505MDHIB,White,Wounded,Male,Parent,Adult
20160506FLOSP,unknown,None,Male,No Relation,Adult
20160506IDROT,unknown,None,unknown,unknown,unknown
20160513SCSOG,unknown,None,Male,Student,Adolescent
20160515KSAUA,unknown,Wounded,Female,Relative,Adult
20160608MAJED,Black,Fatal,Male,Student,Adolescent
20160608MAJED,unknown,Wounded,Male,Student,Teen
20160608MAJED,unknown,Wounded,Male,Student,Teen
20160608MAJED,unknown,Wounded,Female,Unknown,Adult
20160616ILMCC,Black,Fatal,Male,Other Staff,Adult
20160630CAWOH,unknown,Wounded,Female,No Relation,Young Adult
20160725MOAVA,White,Wounded,Male,Former Student,Young Adult
20160817OHWEC,unknown,Wounded,Male,No Relation,Young Adult
20160817OHWEC,unknown,Wounded,Male,No Relation,Young Adult
20160819FLSOM,unknown,None,unknown,unknown,unknown
20160902OKMCT,unknown,Wounded,Male,Student,Adolescent
20160907MIDED,unknown,None,Male,Principal/Vice-Principal,Adult
20160908TXALA,unknown,Wounded,Female,Student,Adolescent
20160908TXALA,unknown,Wounded,Female,Student,Adolescent
20160909IACEC,unknown,None,Male,Student,Adolescent
20160909PASMY,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20160909PASMY,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20160926MSTAJ,Black,Wounded,Male,Student,Adolescent
20160927OHELC,unknown,Wounded,Male,Other Staff,Adult
20160927OHELC,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20160927OHELC,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20160928SCTOT,White,Fatal,unknown,Student,School Age Child
20160928SCTOT,White,Wounded,unknown,Student,School Age Child
20160928SCTOT,White,Wounded,unknown,Teacher,Adult
20160928SCTOT,White,Wounded,unknown,Student,Child
20160930ILCHC,unknown,Wounded,Male,Bus Driver,Adult
20161006TXDUF,unknown,Wounded,Male,Unknown,Young Adult
20161011ALVIM,unknown,Wounded,Male,Student,Teen
20161013OHLIC,Black,Wounded,Male,Student,Teen
20161013OHLIC,Black,Wounded,Male,Student,Teen
20161015GABEA,unknown,Wounded,Female,Student,Adolescent
20161018CAJUS,unknown,Wounded,Female,Student,Adolescent
20161018CAJUS,unknown,Wounded,Male,Student,Teen
20161018CAJUS,unknown,Wounded,Male,Student,Teen
20161018CAJUS,unknown,Wounded,Male,Student,Teen
20161025UTUNS,unknown,Wounded,Male,Student,Adolescent
20161102COGRG,Hispanic,None,Male,Student,Adolescent
20161103COBEB,unknown,None,Male,Student,Adolescent
20161111MIBAA,unknown,Wounded,Female,Teacher,Adult
20161117MNCRS,unknown,None,unknown,unknown,unknown
20161201UTMUB,unknown,None,unknown,unknown,unknown
20161209MOBAS,Black,Wounded,Male,Former Student,Young Adult
20161209NVHUR,White,Wounded,Male,Student,Adolescent
20170101DELAH,unknown,Wounded,Male,Unknown,Adolescent
20170110ALALA,unknown,None,unknown,unknown,unknown
20170117FLFRE,unknown,None,unknown,unknown,unknown
20170120OHWEW,unknown,Wounded,Male,Student,Adolescent
20170127SCSOA,unknown,Wounded,Female,Student,Adolescent
20170127SCSOA,unknown,Wounded,Female,Student,Adolescent
20170127SCSOA,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20170206LASCB,unknown,None,unknown,unknown,unknown
20170218MNMAM,unknown,None,Female,Intimate Relationship,Adult
20170316ALROM,unknown,Wounded,Female,Student,Teen
20170321CAKIK,unknown,Wounded,Male,Student,Young Adult
20170328PALIP,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20170410CANOS,unknown,Wounded,unknown,Student,School Age Child
20170410CANOS,unknown,Wounded,unknown,Student,School Age Child
20170410CANOS,unknown,Fatal,Female,Teacher,Adult
20170415OKBOT,unknown,Wounded,Male,Former Student,Adult
20170515LAMOL,unknown,Wounded,Male,Student,Teen
20170523TXKEK,unknown,None,Male,Principal/Vice-Principal,Adult
20170524ALGRG,unknown,None,unknown,Student,Teen
20170524NEMCO,Black,Fatal,Male,unknown,Young Adult
20170526OKMCT,unknown,Wounded,Male,Student,Adolescent
20170616ILWAC,unknown,Wounded,Female,Student,School Age Child
20170616ILWAC,unknown,Wounded,Female,Student,School Age Child
20170622SCWIF,unknown,None,Male,Student,Teen
20170719WIHIM,unknown,Wounded,Male,No Relation,Adult
20170721UTSPS,unknown,Wounded,Male,Unknown,Young Adult
20170801GABAV,unknown,Wounded,Female,Student,Teen
20170817GALIL,unknown,None,Male,Teacher,Adult
20170831CAARS,unknown,None,unknown,unknown,unknown
20170908ARNON,unknown,Wounded,Male,No Relation,Teen
20170908OHCOC,unknown,None,unknown,unknown,unknown
20170913WAFRR,unknown,Fatal,Male,Student,Teen
20170913WAFRR,unknown,Wounded,unknown,Student,Teen
20170913WAFRR,unknown,Wounded,unknown,Student,Teen
20170913WAFRR,unknown,Wounded,unknown,Student,Teen
20170920ILMAM,unknown,Wounded,Male,Student,Teen
20170928KYSOL,Black,None,Male,No Relation,Young Adult
20170929CASUL,unknown,Wounded,unknown,Student,Child
20170929CASUL,unknown,Wounded,unknown,Student,Child
20170929CASUL,unknown,Wounded,unknown,Student,Child
20170929CASUL,unknown,Wounded,unknown,Teacher,Adult
20170929CASUL,unknown,Wounded,unknown,Teacher,Adult
20170929MOLEL,unknown,None,Female,Student,Teen
20170930PAPUC,unknown,Wounded,Male,No Relation,Adult
20171012NCCHC,unknown,None,unknown,unknown,unknown
20171014NCKEK,unknown,None,unknown,unknown,unknown
20171020OHSTT,unknown,None,unknown,unknown,unknown
20171027NYPRU,unknown,None,unknown,unknown,unknown
20171103MIPAL,unknown,Wounded,Female,No Relation,Adolescent
20171109GABEC,unknown,Wounded,Male,Student,Adolescent
20171109GABEC,unknown,Wounded,Female,Student,Adolescent
20171110GALAM,unknown,None,unknown,unknown,unknown
20171114CARAR,unknown,Wounded,Female,Unknown,Adult
20171114CARAR,unknown,Wounded,unknown,unknown,Adult
20171114CARAR,unknown,Wounded,Male,Relative,Toddler
20171114CARAR,unknown,Wounded,unknown,Student,Child
20171114CARAR,unknown,Wounded,unknown,Student,Child
20171114CARAR,unknown,Wounded,unknown,Student,Child
20171114CARAR,unknown,Wounded,unknown,Student,Child
20171114CARAR,unknown,Wounded,unknown,Student,Child
20171114CARAR,unknown,Wounded,unknown,Student,Child
20171114CARAR,unknown,Wounded,unknown,Student,Child
20171114CARAR,unknown,Wounded,Male,Student,School Age Child
20171114CARAR,unknown,Wounded,Male,Student,School Age Child
20171114CARAR,unknown,Wounded,Male,Parent,Adult
20171114CARAR,unknown,Wounded,Male,Parent,Young Adult
20171114CARAR,unknown,Wounded,Male,unknown,Adult
20171114CARAR,unknown,Wounded,Female,unknown,unknown
20171114CARAR,unknown,Wounded,Male,Student,School Age Child
20171114CARAR,unknown,Wounded,unknown,unknown,Adult
20171114FLLAM,unknown,None,Male,Student,Adolescent
20171117TNNOJ,unknown,None,unknown,unknown,unknown
20171123COMAD,unknown,Wounded,Female,No Relation,Adult
20171123COMAD,unknown,Wounded,Male,No Relation,Child
20171123COMAD,unknown,Wounded,Male,No Relation,Child
20171128CABOS,unknown,None,unknown,unknown,unknown
20171129OHBAL,unknown,None,unknown,unknown,unknown
20171130VASAV,unknown,None,Male,Student,Teen
20171207NMAZA,Hispanic,Fatal,Male,Student,Teen
20171207NMAZA,Hispanic,Fatal,Female,Student,Teen
20171209ILCHC,unknown,Wounded,Female,Student,Adolescent
20171209ILCHC,unknown,Wounded,Female,Student,Adolescent
20171209ILCHC,unknown,Wounded,Female,Student,Young Adult
20171211NCHIH,unknown,None,unknown,unknown,unknown
20171212TXSAP,unknown,Wounded,Male,Relative,Young Adult
20171212TXSAP,unknown,Wounded,Male,Relative,Young Adult
20171214TXELD,unknown,None,unknown,unknown,unknown
20171219MIBEB,unknown,Wounded,Male,Student,Teen
20171227CALIL,unknown,Wounded,Male,No Relation,Adult
20171231LAEDA,unknown,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20171231LAEDA,unknown,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20171231WAPIM,unknown,None,unknown,unknown,unknown
20180104WANES,unknown,None,unknown,unknown,unknown
20180105IAFOF,unknown,None,unknown,unknown,unknown
20180109AZCOS,unknown,None,Male,Student,Teen
20180116VTMOM,White,None,Male,No Relation,Adult
20180122LANEN,unknown,None,unknown,unknown,unknown
20180122TXITI,unknown,Wounded,Female,Student,Teen
20180123KYMAB,unknown,Fatal,Male,Student,Adolescent
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Female,Student,Teen
20180123KYMAB,unknown,Wounded,Female,Student,Teen
20180123KYMAB,unknown,Wounded,Female,Student,Teen
20180123KYMAB,unknown,Wounded,Female,Student,Teen
20180123KYMAB,unknown,Fatal,Male,Student,Adolescent
20180123KYMAB,unknown,Wounded,Female,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180123KYMAB,unknown,Wounded,Male,Student,Teen
20180125ALMUM,unknown,None,unknown,unknown,unknown
20180126MIDED,unknown,None,unknown,unknown,unknown
20180131PALIP,unknown,Fatal,Male,No Relation,Adult
20180201CASAL,unknown,Wounded,unknown,Student,School Age Child
20180201CASAL,unknown,Wounded,unknown,Student,School Age Child
20180201CASAL,unknown,Minor Injuries,unknown,Teacher,Adult
20180201CASAL,unknown,Minor Injuries,unknown,Student,Child
20180201CASAL,unknown,Minor Injuries,unknown,Student,Child
20180205MDOXO,unknown,Wounded,Male,Student,Adolescent
20180205MNHAM,unknown,None,unknown,unknown,unknown
20180208NYTHN,unknown,None,unknown,unknown,unknown
20180209TNPEN,Black,Wounded,Male,No Relation,Adolescent
20180214FLMAP,unknown,Fatal,Female,Student,Adolescent
20180214FLMAP,unknown,Fatal,Female,Student,Adolescent
20180214FLMAP,unknown,Fatal,Male,Student,Adolescent
20180214FLMAP,unknown,Fatal,Female,Student,Adolescent
20180214FLMAP,unknown,Fatal,Female,Student,Young Adult
20180214FLMAP,unknown,Fatal,Female,Student,Adolescent
20180214FLMAP,unknown,Fatal,Male,Student,Adolescent
20180214FLMAP,unknown,Fatal,Female,Student,Adolescent
20180214FLMAP,unknown,Fatal,Male,Student,Adolescent
20180214FLMAP,unknown,Wounded,Female,Student,Young Adult
20180214FLMAP,unknown,Wounded,Female,Student,Adolescent
20180214FLMAP,unknown,Fatal,Male,Teacher,Adult
20180214FLMAP,unknown,Wounded,Male,Student,Adolescent
20180214FLMAP,unknown,Wounded,Female,Student,Adolescent
20180214FLMAP,unknown,Wounded,Female,Teacher,Adult
20180214FLMAP,unknown,Wounded,Female,Student,Adolescent
20180214FLMAP,unknown,Wounded,Male,Student,Adolescent
20180214FLMAP,unknown,Wounded,Male,Student,Adolescent
20180214FLMAP,unknown,Wounded,Female,Student,Teen
20180214FLMAP,unknown,Wounded,Male,Student,Teen
20180214FLMAP,unknown,Wounded,Female,Student,Teen
20180214FLMAP,unknown,Wounded,Female,Student,Teen
20180214FLMAP,unknown,Fatal,Male,Student,Adolescent
20180214FLMAP,unknown,Wounded,Female,Student,Teen
20180214FLMAP,unknown,Wounded,Male,Student,Teen
20180214FLMAP,unknown,Wounded,Female,Student,Teen
20180214FLMAP,unknown,Wounded,Male,Student,Teen
20180214FLMAP,unknown,Wounded,unknown,Student,Teen
20180214FLMAP,unknown,Fatal,Male,Student,Adolescent
20180214FLMAP,unknown,Fatal,Female,Teacher,Adult
20180214FLMAP,unknown,Fatal,Female,Student,Adolescent
20180214FLMAP,unknown,Fatal,Male,Teacher,Adult
20180214FLMAP,unknown,Fatal,Male,Student,Adolescent
20180214FLMAP,unknown,Fatal,Female,Student,Adolescent
20180215FLNOC,unknown,None,unknown,unknown,unknown
20180220OHJAM,unknown,None,Male,Student,Adolescent
20180226WAOAT,unknown,None,unknown,unknown,unknown
20180228GADAD,unknown,None,unknown,unknown,unknown
20180305MOKIC,unknown,None,unknown,unknown,unknown
20180307ALHUB,Black,Fatal,Female,Student,Teen
20180309KYFRL,unknown,None,Male,Student,Teen
20180313CASES,unknown,Minor Injuries,unknown,Student,Teen
20180313CASES,unknown,Minor Injuries,unknown,Student,Teen
20180313CASES,unknown,Minor Injuries,unknown,Student,Teen
20180313VAGEA,unknown,None,unknown,unknown,unknown
20180316MTBIM,unknown,None,unknown,unknown,unknown
20180319VADOP,unknown,Wounded,Female,Parent,Adult
20180320MDGRG,White,Fatal,Male,Student,Teen
20180320MDGRG,White,Wounded,Female,Student,Teen
20180328MSEUE,unknown,None,unknown,unknown,unknown
20180329KYJOE,White,None,Male,Parent,Adult
20180409NYGLG,unknown,Wounded,Male,Student,Teen
20180412MORAR,unknown,Wounded,Male,Parent,Adult
20180419MIJAJ,unknown,None,unknown,unknown,unknown
20180420FLFOO,unknown,Wounded,Male,Student,Teen
20180423GABEA,unknown,None,unknown,unknown,unknown
20180503SDENW,unknown,Wounded,Male,Other Staff,Young Adult
20180503TNWAW,unknown,None,unknown,unknown,unknown
20180505MIFOF,unknown,None,unknown,unknown,unknown
20180511CAHIP,unknown,Wounded,Male,Student,Teen
20180516ILDID,unknown,Wounded,Male,Student,unknown
20180517MOCEK,unknown,Wounded,unknown,Student,Teen
20180517MOCEK,unknown,Wounded,unknown,Relative,Adult
20180518GAMOA,unknown,Fatal,Female,Relative,Adult
20180518GAMOA,unknown,Wounded,Female,Relative,Young Adult
20180518GAMOA,unknown,Wounded,Female,Relative,Adult
20180518TXSAS,unknown,Fatal,Female,Teacher,Adult
20180518TXSAS,unknown,Fatal,Female,Student,Adolescent
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Fatal,Female,Teacher,Adult
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Wounded,unknown,Student,Teen
20180518TXSAS,unknown,Fatal,Male,Student,Adolescent
20180518TXSAS,unknown,Fatal,Female,Student,Adolescent
20180518TXSAS,unknown,Fatal,Male,Student,Adolescent
20180518TXSAS,unknown,Fatal,Male,Student,Adolescent
20180518TXSAS,unknown,Fatal,Female,Student,Adolescent
20180518TXSAS,unknown,Fatal,Male,Student,Adolescent
20180518TXSAS,unknown,Fatal,Male,Student,Adolescent
20180521GABEG,unknown,Wounded,Female,Parent,Adult
20180525INNON,White,Wounded,Female,Student,Adult
20180525INNON,White,Wounded,Male,Teacher,Teen
20180601TXMCM,unknown,None,Unknown,Student,Teen
20180615OHVAB,unknown,None,Female,Nonstudent Using Athletic Facilities/Attending Game,Teen
20180617ORGRP,unknown,Fatal,Male,No Relation,Adult
20180621TXSKD,unknown,Wounded,Female,Student,Adolescent
20180624MTSEM,unknown,Wounded,Male,No Relation,Teen
20180624MTSEM,unknown,Wounded,Male,No Relation,Teen
20180625OHFUS,unknown,Wounded,Male,No Relation,Adult
20180701TNRAM,unknown,Fatal,Male,No Relation,Adult
20180703KSSUO,unknown,Fatal,Male,No Relation,Adult
20180703KSSUO,unknown,Wounded,Male,No Relation,Adult
20180711OHMIM,Black,Fatal,Male,unknown,Young Adult
20180717WVHUH,unknown,None,unknown,unknown,unknown
20180719WAWEY,Hispanic,Fatal,Male,No Relation,Young Adult
20180804MDEDE,unknown,Fatal,Male,unknown,Young Adult
20180809NJLAM,Black,Fatal,Male,Parent,Adult
20180811TNANN,unknown,Wounded,Male,Other Staff,Adult
20180817FLPAW,unknown,Wounded,Male,No Relation,Adult
20180817FLPAW,unknown,Wounded,Male,No Relation,Adult
20180823ALALM,unknown,None,unknown,unknown,unknown
20180824FLRAJ,unknown,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20180824FLRAJ,unknown,Wounded,Male,Student,Adolescent
20180824FLRAJ,unknown,Wounded,Male,Student,Adolescent
20180824ILMEC,unknown,Wounded,Male,Gang Member,Adult
20180824ILMEC,unknown,Wounded,Male,Gang Member,Adult
20180824ILMEC,unknown,Wounded,Male,Gang Member,Adult
20180828COCOD,unknown,Wounded,Male,Student,Teen
20180829DETOD,unknown,Fatal,Male,No Relation,Adult
20180830MIOTG,unknown,Wounded,Male,No Relation,Adolescent
20180830NCVIC,unknown,None,Female,Intimate Relationship,Adult
20180831CABAS,unknown,None,unknown,unknown,unknown
20180831IANOE,unknown,None,Female,Teacher,Adult
20180903NYLUN,Black,Fatal,Male,No Relation,Adult
20180905RIPRP,Black,Fatal,Male,Visiting Student,Adolescent
20180907IAHED,unknown,None,unknown,unknown,unknown
20180909CAGIG,unknown,None,unknown,unknown,unknown
20180910ILCHC,unknown,Wounded,Male,Student,Adolescent
20180910ILCHC,unknown,Wounded,Male,Student,Adolescent
20180910ILCHC,unknown,Wounded,Male,Student,Young Adult
20180910TNFAM,unknown,Wounded,Female,Student,Adolescent
20180911NVCAL,unknown,Fatal,Male,Student,Young Adult
20180914FLBOB,unknown,None,unknown,unknown,unknown
20180914WAMAE,unknown,None,unknown,unknown,unknown
20180917ALBLH,unknown,Wounded,Male,Student,School Age Child
20180920CACHL,unknown,Wounded,unknown,Student,Teen
20180920CACHL,unknown,Wounded,unknown,Other Staff,Adult
20180920CAPOP,unknown,None,unknown,unknown,unknown
20180924GAAPB,unknown,None,Male,Student,Teen
20180924NCLAC,unknown,None,unknown,unknown,unknown
20180924PACEP,unknown,Fatal,Female,Student,Adolescent
20180926MDMAB,unknown,None,unknown,unknown,unknown
20180927TXHEC,unknown,Wounded,Male,Nonstudent,Adult
20180928SDCHC,unknown,None,Male,No Relation,Young Adult
20181002ARCHL,unknown,None,unknown,unknown,unknown
20181003AKDEA,unknown,Wounded,Male,Relative,Adult
20181004ORJAP,unknown,None,unknown,unknown,unknown
20181005TNHAB,unknown,Wounded,Unknown,Student,Teen
20181005TNHAB,unknown,Wounded,Unknown,Student,Teen
20181005VALAN,unknown,Wounded,unknown,unknown,unknown
20181007VAVAH,unknown,Wounded,Male,Other Staff,Adult
20181012MIBAB,unknown,None,unknown,unknown,unknown
20181013TNMCN,unknown,Fatal,Male,unknown,Young Adult
20181013TNMCN,unknown,Wounded,Male,unknown,Adult
20181020GASHS,Black,Fatal,Male,Police Officer/SRO,Adult
20181022CTDUB,unknown,None,unknown,unknown,unknown
20181023NHGOM,unknown,Wounded,Female,Teacher,Adult
20181025MICOD,unknown,None,Male,Student,Adolescent
20181029NCBUM,Black,Fatal,Male,Student,Adolescent
20181104KYCRL,unknown,Fatal,Male,No Relation,Adult
20181104KYCRL,unknown,Wounded,Male,No Relation,Adult
20181105SCACC,unknown,None,Male,Student,Adolescent
20181108CACLS,unknown,Wounded,Male,No Relation,Adult
20181109GAGAM,unknown,None,unknown,unknown,unknown
20181112MDEAE,unknown,None,Male,Police Officer/SRO,Adult
20181120VASIP,unknown,Wounded,Female,Parent,Adult
20181121MIPEP,unknown,None,unknown,unknown,unknown
20181122TXSKD,Hispanic,Fatal,Male,unknown,Adolescent
20181122WAMOD,unknown,Wounded,Male,No Relation,Young Adult
20181124OHAFC,unknown,Wounded,Male,No Relation,Young Adult
20181124OHAFC,unknown,Wounded,Male,No Relation,Adult
20181128PASTP,unknown,None,unknown,unknown,unknown
20181210NYJEJ,unknown,None,Male,Student,Adolescent
20181211KYCAC,unknown,Wounded,Male,No Relation,Young Adult
20181211KYCAC,unknown,Wounded,Female,No Relation,Adolescent
20181213INDER,unknown,None,Male,Student,Adolescent
20181214MOWIK,unknown,None,unknown,unknown,unknown
20181218DEAIG,unknown,None,unknown,unknown,unknown
20190107CACEB,Unknown,Fatal,Male,No Relation,Adolescent
20190111ORCAE,unknown,Fatal,Male,Parent,Adult
20190118ALCET,unknown,None,Female,Intimate Relationship,Adult
20190118MOHAS,unknown,None,unknown,unknown,unknown
20190118NCSHD,unknown,Wounded,unknown,Bus Driver,Adult
20190119KSLAO,unknown,Wounded,Male,No Relation,Adolescent
20190119KSLAO,unknown,Wounded,Male,No Relation,Adolescent
20190123LASOS,unknown,Wounded,Male,No Relation,Adult
20190125ALDAM,unknown,Wounded,Male,Student,Adolescent
20190125ALDAM,unknown,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Young Adult
20190125TNMAM,unknown,None,unknown,unknown,unknown
